Newcastle City Council Invoices over £250 paid in June 2015,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604791,Revenue,1MC20,In-House Foster Carer Costs,2117.86,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604612,Revenue,1MC20,In-House Foster Carer Costs,1926.64,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604607,Revenue,1MC20,In-House Foster Carer Costs,2308.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604950,Revenue,1MF35,Special Guardianship Allow,267.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604618,Revenue,1MC20,In-House Foster Carer Costs,804.26,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604613,Revenue,1MC20,In-House Foster Carer Costs,621.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604610,Revenue,1MF35,Special Guardianship Allow,484.5,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604617,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604638,Revenue,1MC20,In-House Foster Carer Costs,621.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604945,Revenue,1MF35,Special Guardianship Allow,364.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604896,Revenue,1MC20,In-House Foster Carer Costs,1315.27,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604602,Revenue,1MC20,In-House Foster Carer Costs,1422,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604635,Revenue,1MF10,Adoption Payments,2374.14,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604583,Revenue,1MC20,In-House Foster Carer Costs,785.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604861,Revenue,1MC20,In-House Foster Carer Costs,2426.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604652,Revenue,1MF35,Special Guardianship Allow,534.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604656,Revenue,1MF10,Adoption Payments,549.24,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604654,Revenue,1MF10,Adoption Payments,324.04,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604647,Revenue,1MF35,Special Guardianship Allow,896.64,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604904,Revenue,1MC20,In-House Foster Carer Costs,1092.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604636,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604809,Revenue,1MC20,In-House Foster Carer Costs,823.8,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604622,Revenue,1MC20,In-House Foster Carer Costs,1242.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604768,Revenue,1MC20,In-House Foster Carer Costs,785.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604775,Revenue,1MC20,In-House Foster Carer Costs,1192.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604823,Revenue,1MF35,Special Guardianship Allow,267.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604605,Revenue,1MC20,In-House Foster Carer Costs,1373.26,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604619,Revenue,1MF35,Special Guardianship Allow,364.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604645,Revenue,1MC20,In-House Foster Carer Costs,811.5,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604664,Revenue,1MF10,Adoption Payments,500.76,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604655,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604854,Revenue,1MC20,In-House Foster Carer Costs,2805.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604651,Revenue,1MF35,Special Guardianship Allow,484.5,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604614,Revenue,1MC20,In-House Foster Carer Costs,1243.46,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604650,Revenue,1MC20,In-House Foster Carer Costs,1342.9,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604606,Revenue,1MD85,Residence Orders,353.02,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604785,Revenue,1MF35,Special Guardianship Allow,342.52,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604783,Revenue,1MF35,Special Guardianship Allow,806.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604628,Revenue,1MF35,Special Guardianship Allow,364.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604659,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604952,Revenue,1MF35,Special Guardianship Allow,1007.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604620,Revenue,1MC20,In-House Foster Carer Costs,2053.9,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604662,Revenue,1MC20,In-House Foster Carer Costs,2043.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604634,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604777,Revenue,1MC20,In-House Foster Carer Costs,3200.92,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604796,Revenue,1MC20,In-House Foster Carer Costs,1403.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604667,Revenue,1MC21,Fostering Unit,344.67,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604680,Revenue,1MC20,In-House Foster Carer Costs,1813.86,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604675,Revenue,1MF03,Supported Lodgings LC,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604889,Revenue,1MC20,In-House Foster Carer Costs,621.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604679,Revenue,1MC20,In-House Foster Carer Costs,481.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604773,Revenue,1MC20,In-House Foster Carer Costs,1623,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604781,Revenue,1MC20,In-House Foster Carer Costs,1358.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604887,Revenue,1MC20,In-House Foster Carer Costs,963.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604789,Revenue,1MC20,In-House Foster Carer Costs,1496.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604691,Revenue,1MC20,In-House Foster Carer Costs,1496.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604700,Revenue,1MC20,In-House Foster Carer Costs,1242.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604644,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604674,Revenue,1MC20,In-House Foster Carer Costs,2004.71,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604955,Revenue,1MC20,In-House Foster Carer Costs,484.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604684,Revenue,1MF35,Special Guardianship Allow,596.04,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604682,Revenue,1MC20,In-House Foster Carer Costs,409.5,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604701,Revenue,1MC20,In-House Foster Carer Costs,2080.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604666,Revenue,1MC20,In-House Foster Carer Costs,1647.6,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604912,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604585,Revenue,1MC20,In-House Foster Carer Costs,1550.64,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604900,Revenue,1MC20,In-House Foster Carer Costs,1496.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604807,Revenue,1MF35,Special Guardianship Allow,462.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604697,Revenue,1MC20,In-House Foster Carer Costs,481.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604899,Revenue,1MC20,In-House Foster Carer Costs,621.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604699,Revenue,1MC20,In-House Foster Carer Costs,929.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604687,Revenue,1MC20,In-House Foster Carer Costs,1571.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604706,Revenue,1MC20,In-House Foster Carer Costs,1267.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604657,Revenue,1MF35,Special Guardianship Allow,1276.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604678,Revenue,1MC20,In-House Foster Carer Costs,582.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604678,Revenue,1MF35,Special Guardianship Allow,1059.92,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604683,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604708,Revenue,1MC20,In-House Foster Carer Costs,1422,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604780,Revenue,1MF35,Special Guardianship Allow,1557.68,
