Newcastle City Council Invoices over £250 paid in June 2015,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Chief Executive's,CD - Legal Services              ,Capital Expenditure,04/06/2015,Redacted - Personal Data,6600842,Capital,2DP02,Devt Capital CC,18900,
Chief Executive's,CD - Legal Services              ,Supplies & Services,02/06/2015,Redacted - Personal Data,6595370,Revenue,1MD68,Legal Fees Care,1075,
Chief Executive's,CD - Legal Services              ,Supplies & Services,09/06/2015,Redacted - Personal Data,6597299,Revenue,1D521,Hackney Carriage & Privte Hire,1500,
Chief Executive's,CD - Legal Services              ,Supplies & Services,01/06/2015,Redacted - Personal Data,6597911,Revenue,1MD68,Legal Fees Care,300,
Chief Executive's,CD - Legal Services              ,Supplies & Services,01/06/2015,Redacted - Personal Data,6595493,Revenue,1MD68,Legal Fees Care,600,
Chief Executive's,CD - Legal Services              ,Supplies & Services,01/06/2015,Redacted - Personal Data,6597328,Revenue,1MD68,Legal Fees Care,3000,
Chief Executive's,CD - Legal Services              ,Supplies & Services,08/06/2015,Redacted - Personal Data,6602605,Revenue,1MD68,Legal Fees Care,725,
Chief Executive's,CD - Legal Services              ,Supplies & Services,05/06/2015,Redacted - Personal Data,6595268,Revenue,1MD68,Legal Fees Care,350,
Chief Executive's,CD - Legal Services              ,Supplies & Services,05/06/2015,Redacted - Personal Data,6601732,Revenue,1MD68,Legal Fees Care,329.69,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6600845,Revenue,1MD68,Legal Fees Care,850,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6600860,Revenue,1MD68,Legal Fees Care,500,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6601261,Revenue,1FA51,Coroner,290.4,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6600843,Revenue,1MD68,Legal Fees Care,1300,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6601142,Revenue,1KL0B,Leisure Asset Transfer,2954.5,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6600844,Revenue,1MD68,Legal Fees Care,2950,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6601139,Revenue,1CR01,Revenues & Benefits Managemnt,2300,
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/06/2015,Redacted - Personal Data,6601135,Revenue,1V030,Development Management,4525,
Chief Executive's,CD - Legal Services              ,Supplies & Services,12/06/2015,Redacted - Personal Data,6608148,Revenue,1MD68,Legal Fees Care,3950,
Chief Executive's,CD - Legal Services              ,Supplies & Services,12/06/2015,Redacted - Personal Data,6608175,Revenue,1MD68,Legal Fees Care,2800,
Chief Executive's,CD - Legal Services              ,Supplies & Services,17/06/2015,Redacted - Personal Data,6602606,Revenue,1MD68,Legal Fees Care,750,
Chief Executive's,CD - Legal Services              ,Supplies & Services,16/06/2015,Redacted - Personal Data,6600847,Revenue,1MD68,Legal Fees Care,975,
Chief Executive's,CD - Legal Services              ,Supplies & Services,16/06/2015,Redacted - Personal Data,6601141,Revenue,1MD68,Legal Fees Care,2000,
Chief Executive's,CD - Legal Services              ,Supplies & Services,16/06/2015,Redacted - Personal Data,6610181,Revenue,1HRA1,HRA-General,1511,
Chief Executive's,CD - Legal Services              ,Supplies & Services,25/06/2015,Redacted - Personal Data,6621873,Revenue,1MD68,Legal Fees Care,600,
Chief Executive's,CD - Legal Services              ,Supplies & Services,22/06/2015,Redacted - Personal Data,6615540,Revenue,1FA51,Coroner,276.9,
Chief Executive's,CD - Legal Services              ,Supplies & Services,22/06/2015,Redacted - Personal Data,6613668,Revenue,1FA51,Coroner,378.9,
Chief Executive's,CD - Legal Services              ,Supplies & Services,22/06/2015,Redacted - Personal Data,6613669,Revenue,1FA51,Coroner,484,
Chief Executive's,CD - Legal Services              ,Supplies & Services,22/06/2015,Redacted - Personal Data,6612498,Revenue,1FA51,Coroner,387.2,
Chief Executive's,CD - Legal Services              ,Supplies & Services,22/06/2015,Redacted - Personal Data,6612499,Revenue,1FA51,Coroner,290.4,
Chief Executive's,CD - Legal Services              ,Supplies & Services,22/06/2015,Redacted - Personal Data,6612501,Revenue,1FA51,Coroner,484,
Chief Executive's,CD - Legal Services              ,Supplies & Services,26/06/2015,Redacted - Personal Data,6621032,Revenue,1MD68,Legal Fees Care,2800,
Chief Executive's,CD - Legal Services              ,Supplies & Services,24/06/2015,Redacted - Personal Data,6619907,Revenue,1MD68,Legal Fees Care,950,
Chief Executive's,CD - Legal Services              ,Supplies & Services,24/06/2015,Redacted - Personal Data,6619913,Revenue,1MD68,Legal Fees Care,725,
Chief Executive's,CD - Legal Services              ,Supplies & Services,24/06/2015,Redacted - Personal Data,6619909,Revenue,1MD68,Legal Fees Care,1410,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,05/06/2015,Redacted - Personal Data,6602312,Revenue,1FT40,Communications Support,258.42,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,05/06/2015,Redacted - Personal Data,6602317,Revenue,1FT40,Communications Support,258.42,
Chief Executive's,CD - Regional & European Prog    ,Third Party Payments,11/06/2015,Redacted - Personal Data,6594037,Revenue,1EJ9F,BIPC -Libraries European Proj,500,
Children's Services,Educ Perf Mon              ,Employees,30/06/2015,Redacted - Personal Data,6624943,Revenue,1E25A,Alternative Provision,5310,
Children's Services,Educ Perf Mon              ,Employees,30/06/2015,Redacted - Personal Data,6624955,Revenue,1E25A,Alternative Provision,7350,
Children's Services,Educ Perf Mon              ,Supplies & Services,03/06/2015,Redacted - Personal Data,6586626,Revenue,1MB26,Children Complaints Procedure,3194.91,
Children's Services,Raising Stnds              ,Employees,04/06/2015,Redacted - Personal Data,6601051,Revenue,1E74A,Primary Improvement Team,758.9,
Children's Services,Raising Stnds              ,Employees,19/06/2015,Redacted - Personal Data,6612835,Revenue,1EEL2,EYFS Improvement Team,966.35,
Children's Services,Social Services - Carepay              ,Supplies & Services,23/06/2015,Redacted - Personal Data,6617363,Revenue,1MF10,Adoption Payments,32.53,
Children's Services,Social Services - Carepay              ,Supplies & Services,23/06/2015,Redacted - Personal Data,6617484,Revenue,1MF10,Adoption Payments,199,
Children's Services,Social Services - Carepay              ,Supplies & Services,23/06/2015,Redacted - Personal Data,6617524,Revenue,1MF10,Adoption Payments,319.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604537,Revenue,1MC20,In-House Foster Carer Costs,886.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604837,Revenue,1MC20,In-House Foster Carer Costs,582.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604540,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604559,Revenue,1MF10,Adoption Payments,323.52,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604560,Revenue,1MC20,In-House Foster Carer Costs,2218.36,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604560,Revenue,1MC13,Post 18 Staying Put,600,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604831,Revenue,1MD85,Residence Orders,398.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604561,Revenue,1MC20,In-House Foster Carer Costs,1422,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604562,Revenue,1MC20,In-House Foster Carer Costs,1496.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604562,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604542,Revenue,1MC20,In-House Foster Carer Costs,929.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604542,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604544,Revenue,1MC20,In-House Foster Carer Costs,2329.56,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604544,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604563,Revenue,1MC20,In-House Foster Carer Costs,1232.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604563,Revenue,1MC13,Post 18 Staying Put,162,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604564,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604918,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604547,Revenue,1MC20,In-House Foster Carer Costs,481.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604551,Revenue,1MC20,In-House Foster Carer Costs,1102.86,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604546,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604565,Revenue,1MC20,In-House Foster Carer Costs,2238.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604565,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604579,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604538,Revenue,1MC20,In-House Foster Carer Costs,1715.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604549,Revenue,1MC20,In-House Foster Carer Costs,721.7,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604555,Revenue,1MC20,In-House Foster Carer Costs,917.46,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604928,Revenue,1MF03,Supported Lodgings LC,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604550,Revenue,1MC20,In-House Foster Carer Costs,621.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604567,Revenue,1MF10,Adoption Payments,659.6,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604568,Revenue,1MC20,In-House Foster Carer Costs,866.55,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604569,Revenue,1MC20,In-House Foster Carer Costs,484.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604822,Revenue,1MC20,In-House Foster Carer Costs,785.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604570,Revenue,1MC20,In-House Foster Carer Costs,1496.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604930,Revenue,1MC20,In-House Foster Carer Costs,1422,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604839,Revenue,1MF10,Adoption Payments,472.76,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604535,Revenue,1MC20,In-House Foster Carer Costs,1978.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604571,Revenue,1MC20,In-House Foster Carer Costs,1004.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604541,Revenue,1MC20,In-House Foster Carer Costs,1115.04,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604934,Revenue,1MC20,In-House Foster Carer Costs,1863.6,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604572,Revenue,1MC20,In-House Foster Carer Costs,1496.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604581,Revenue,1MF10,Adoption Payments,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604573,Revenue,1MF03,Supported Lodgings LC,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604574,Revenue,1MC20,In-House Foster Carer Costs,1432.7,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604574,Revenue,1MF03,Supported Lodgings LC,275,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604539,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604539,Revenue,1MC13,Post 18 Staying Put,162,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604939,Revenue,1MC20,In-House Foster Carer Costs,481.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604941,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604554,Revenue,1MC20,In-House Foster Carer Costs,1422,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604554,Revenue,1MF10,Adoption Payments,236.58,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604554,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604556,Revenue,1MC20,In-House Foster Carer Costs,2207.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604556,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604576,Revenue,1MC20,In-House Foster Carer Costs,274.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604846,Revenue,1MD85,Residence Orders,398.42,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604536,Revenue,1MC20,In-House Foster Carer Costs,1438,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604582,Revenue,1MC21,Fostering Unit,730.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604828,Revenue,1MC20,In-House Foster Carer Costs,785.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604848,Revenue,1MC20,In-House Foster Carer Costs,770,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604857,Revenue,1MC20,In-House Foster Carer Costs,1953.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604863,Revenue,1MD85,Residence Orders,353.02,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604859,Revenue,1MD85,Residence Orders,398.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604849,Revenue,1MC20,In-House Foster Carer Costs,1063.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604872,Revenue,1MF10,Adoption Payments,473.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604916,Revenue,1MF10,Adoption Payments,472.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604858,Revenue,1MC20,In-House Foster Carer Costs,532.46,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604830,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604558,Revenue,1MC20,In-House Foster Carer Costs,753.54,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604877,Revenue,1MF10,Adoption Payments,329.6,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604867,Revenue,1MC20,In-House Foster Carer Costs,1443.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604867,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604879,Revenue,1MF10,Adoption Payments,323.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604881,Revenue,1MF10,Adoption Payments,324.04,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604865,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604884,Revenue,1MC20,In-House Foster Carer Costs,409.5,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604868,Revenue,1MC20,In-House Foster Carer Costs,1724.06,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604890,Revenue,1MF10,Adoption Payments,323.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604870,Revenue,1MC20,In-House Foster Carer Costs,2282.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604874,Revenue,1MC20,In-House Foster Carer Costs,665.08,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604873,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604825,Revenue,1MC20,In-House Foster Carer Costs,1584.52,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604932,Revenue,1MD85,Residence Orders,573.08,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604888,Revenue,1MC20,In-House Foster Carer Costs,886.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604895,Revenue,1MF10,Adoption Payments,324.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604921,Revenue,1MC20,In-House Foster Carer Costs,1228.5,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604901,Revenue,1MF10,Adoption Payments,457.3,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604764,Revenue,1MF10,Adoption Payments,492.54,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604765,Revenue,1MF10,Adoption Payments,567.9,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604763,Revenue,1MF10,Adoption Payments,324.04,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604940,Revenue,1MC20,In-House Foster Carer Costs,2356.98,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604940,Revenue,1MC21,Fostering Unit,558.11,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604920,Revenue,1MC20,In-House Foster Carer Costs,484.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604766,Revenue,1MF35,Special Guardianship Allow,253.3,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604769,Revenue,1MF35,Special Guardianship Allow,253.3,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604925,Revenue,1MC20,In-House Foster Carer Costs,1953.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604948,Revenue,1MF35,Special Guardianship Allow,912.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604771,Revenue,1MF35,Special Guardianship Allow,785.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604816,Revenue,1MC20,In-House Foster Carer Costs,918.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604816,Revenue,1MC13,Post 18 Staying Put,300,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604786,Revenue,1MF10,Adoption Payments,644.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604795,Revenue,1MF10,Adoption Payments,323.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604885,Revenue,1MD85,Residence Orders,307.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604894,Revenue,1MC20,In-House Foster Carer Costs,711,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604799,Revenue,1MF10,Adoption Payments,329.6,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604800,Revenue,1MF10,Adoption Payments,323.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604802,Revenue,1MF10,Adoption Payments,329.6,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604798,Revenue,1MF10,Adoption Payments,398.08,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604792,Revenue,1MF35,Special Guardianship Allow,291.06,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604770,Revenue,1MF35,Special Guardianship Allow,362.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604806,Revenue,1MF35,Special Guardianship Allow,518.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604797,Revenue,1MF35,Special Guardianship Allow,253.3,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604790,Revenue,1MF35,Special Guardianship Allow,267.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604594,Revenue,1MF10,Adoption Payments,323.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604590,Revenue,1MC20,In-House Foster Carer Costs,831.03,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604603,Revenue,1MD85,Residence Orders,527.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604808,Revenue,1MC20,In-House Foster Carer Costs,2218.36,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604862,Revenue,1MC20,In-House Foster Carer Costs,1597.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604862,Revenue,1MC13,Post 18 Staying Put,162,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604533,Revenue,1MC20,In-House Foster Carer Costs,1332.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604587,Revenue,1MC20,In-House Foster Carer Costs,481.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604914,Revenue,1MC20,In-House Foster Carer Costs,1953.4,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604616,Revenue,1MF35,Special Guardianship Allow,534.2,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604898,Revenue,1MC20,In-House Foster Carer Costs,1293.16,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604962,Revenue,1MF35,Special Guardianship Allow,364.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604591,Revenue,1MC20,In-House Foster Carer Costs,1422,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604592,Revenue,1MC20,In-House Foster Carer Costs,721.7,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604584,Revenue,1MC20,In-House Foster Carer Costs,2028.06,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604936,Revenue,1MC20,In-House Foster Carer Costs,1671.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604588,Revenue,1MC20,In-House Foster Carer Costs,481.66,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604608,Revenue,1MC20,In-House Foster Carer Costs,1341.77,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604589,Revenue,1MC20,In-House Foster Carer Costs,409.5,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604827,Revenue,1MF03,Supported Lodgings LC,550,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604812,Revenue,1MC20,In-House Foster Carer Costs,929.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604637,Revenue,1MF10,Adoption Payments,398.08,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604600,Revenue,1MC20,In-House Foster Carer Costs,2475.67,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604903,Revenue,1MC20,In-House Foster Carer Costs,1422,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604910,Revenue,1MF35,Special Guardianship Allow,267.1,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604897,Revenue,1MC20,In-House Foster Carer Costs,1623,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604803,Revenue,1MF35,Special Guardianship Allow,730.26,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604642,Revenue,1MF35,Special Guardianship Allow,364.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604643,Revenue,1MF10,Adoption Payments,328.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,09/06/2015,Redacted - Personal Data,6604599,Revenue,1MC20,In-House Foster Carer Costs,963.32,
